filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
batch0.fast5	6f901327-b8aa-4d33-a70c-675b9af95465	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	142	3	41439.858898	18.094954	5450	TRUE	41439.991700	5410	17.962151	1389	11.097640	0.000000	95.661446	12.923427	95.661446	12.923427
batch0.fast5	6f94d29c-5fd9-466a-b3b7-67691cd4ec86	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	485	2	41213.439575	8.449867	2545	TRUE	41213.709495	2463	8.179947	453	10.667795	0.000000	103.668358	15.873339	103.668358	15.873339
batch0.fast5	70355ac2-3114-4339-8d9a-ac71030709cf	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	8	3	14103.341301	14.398738	4336	FALSE	14103.483732	4294	14.256308	260	6.754561	0.000000	91.447289	12.642482	91.447289	12.642482
batch0.fast5	7129e347-3fd2-4e56-9bd3-5079b958416b	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	367	1	14129.145750	9.383134	2826	TRUE	14131.276560	2184	7.252324	626	10.915160	0.000000	101.982689	14.328147	101.982689	14.328147
batch0.fast5	727ce724-0330-4ad2-a9cd-9aec0d09860f	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	508	2	14184.941567	9.887450	2978	TRUE	14186.917331	2383	7.911687	301	8.906669	0.000000	107.742043	14.468618	107.742043	14.468618
batch0.fast5	7337b1a1-e243-4249-a8fa-2fd7526226d8	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	197	2	41127.127822	8.151726	2455	TRUE	41127.282537	2408	7.997012	597	8.750741	0.000000	101.561272	14.890035	101.561272	14.890035
batch0.fast5	758bdc91-662c-45d6-a976-2225b9c5712a	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	146	4	41314.912351	7.922975	2386	TRUE	41317.073373	1735	5.761952	247	7.085272	0.000000	104.792130	15.451922	104.792130	15.451922
batch0.fast5	758e01e2-00f8-4c50-aab3-95103f0a5fcd	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	208	3	14134.933267	10.000664	3012	TRUE	14138.150730	2043	6.783201	417	11.284418	0.000000	102.263634	13.485314	102.263634	13.485314
batch0.fast5	75d867d6-b1b6-4bc9-9d45-ab3160b6f1bd	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	271	4	10504.834329	8.705179	2622	TRUE	10505.101926	2541	8.437583	510	9.798449	0.000000	92.852005	13.063898	92.852005	13.063898
batch0.fast5	7670cafd-ff56-4945-88a8-bafa25e0c917	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	65	4	10495.090637	8.924967	2688	TRUE	10496.811089	2170	7.204515	464	7.728267	0.000000	107.461098	13.906731	107.461098	13.906731
